mkt_id,output_date,output_own_cost,output_comp_price,output_own_profits,output_X,output_own_share,output_own_sales,output_own_price
44,10-Jul-19,6.05,6.97,2.17,66.38,0.6107716,2.17,7.05
44,11-Jul-19,5.95,7.06,2.145001,65.3,0.5348711,1.95,7.05
44,12-Jul-19,6.01,7.06,2.2464,67.28,0.57689,2.16,7.05
44,13-Jul-19,5.97,6.65,0.2627,62.78,0.5478656,0.37,6.68
44,14-Jul-19,6.04,6.65,0.2048,60.98,0.4307467,0.32,6.68
44,15-Jul-19,5.93,7.03,3.512301,62.24,0.4885459,3.41,6.96
44,16-Jul-19,5.96,7.03,3.4,62.6,0.5573514,3.4,6.96
44,17-Jul-19,6,7.03,1.1328,69.26,0.4789239,1.18,6.96
44,18-Jul-19,6.19,6.96,0.7315,72.86,0.5567129,0.95,6.96
44,19-Jul-19,5.95,6.96,0.9292002,75.74,0.6098405,0.92,6.96
44,20-Jul-19,6.06,6.66,0.0864,70.16,0.4763947,0.12,6.78
44,21-Jul-19,5.99,6.66,0.0948,69.44,0.4161849,0.12,6.78
44,22-Jul-19,5.96,6.99,0.8988998,72.14,0.4855807,0.89,6.97
44,23-Jul-19,6.03,6.99,0.4605998,81.5,0.5203426,0.49,6.97
44,24-Jul-19,6.08,6.99,0.4360999,83.3,0.5029107,0.49,6.97
44,25-Jul-19,6.02,6.96,0.285,85.28,0.4820222,0.3,6.97
44,26-Jul-19,6.11,6.96,0.4299998,81.68,0.5865585,0.5,6.97
44,27-Jul-19,5.98,6.71,0.0497,80.06,0.5681678,0.07,6.69
44,28-Jul-19,6.05,6.71,0.0128,78.62,0.3251938,0.02,6.69
44,29-Jul-19,5.93,6.95,0.8181002,78.44,0.4986205,0.81,6.94
44,30-Jul-19,5.95,6.95,0.5544001,80.42,0.5085506,0.56,6.94
44,31-Jul-19,5.96,6.95,0.9898,74.12,0.4657266,1.01,6.94
44,01-Aug-19,6.04,7.1,1.71,68.72,0.6217185,1.9,6.94
44,02-Aug-19,5.96,7.1,1.421,72.5,0.631904,1.45,6.94
44,03-Aug-19,6.02,6.66,0.0639,70.52,0.3842259,0.09,6.73
44,04-Aug-19,5.93,6.66,0.056,73.58,0.3772933,0.07,6.73
44,05-Aug-19,5.86,6.87,1.3534,72.14,0.5327592,1.34,6.87
44,06-Aug-19,6.05,6.87,0.8691996,75.2,0.5099963,1.06,6.87
44,07-Aug-19,5.98,6.87,1.2282,70.88,0.4567192,1.38,6.87
44,08-Aug-19,5.98,6.95,1.4774,67.1,0.4112271,1.66,6.87
44,09-Aug-19,5.94,6.95,2.594699,63.86,0.515359,2.79,6.87
44,10-Aug-19,5.95,6.76,0.1656001,67.1,0.7157763,0.23,6.67
44,11-Aug-19,6.03,6.76,0.1472,66.38,0.5504338,0.23,6.67
44,12-Aug-19,6.1,7.01,1.0605,70.34,0.410495,1.05,7.11
44,13-Aug-19,5.99,7.01,2.777601,63.86,0.5430152,2.48,7.11
44,14-Aug-19,5.98,7.01,2.5425,64.76,0.46303,2.25,7.11
44,15-Aug-19,6.05,7.09,2.0352,64.58,0.4657858,1.92,7.11
44,16-Aug-19,6.07,7.09,2.3504,66.02,0.5570415,2.26,7.11
44,17-Aug-19,5.99,6.69,0.1584001,65.66,0.5205367,0.22,6.71
44,18-Aug-19,5.94,6.69,0.2233,64.94,0.5912459,0.29,6.71
44,19-Aug-19,6.02,7.06,2.3154,65.48,0.5117303,2.27,7.04
44,20-Aug-19,5.95,7.06,1.4606,64.76,0.3422201,1.34,7.04
44,21-Aug-19,6.05,7.06,1.5543,64.04,0.4001857,1.57,7.04
44,22-Aug-19,6.01,7.07,1.0197,64.94,0.2802003,0.99,7.04
44,23-Aug-19,5.98,7.07,1.7914,68.72,0.4870476,1.69,7.04
44,24-Aug-19,6.06,6.74,0.1008,71.42,0.5786958,0.14,6.78
44,25-Aug-19,5.98,6.74,0.064,75.02,0.5539654,0.08,6.78
44,26-Aug-19,6.01,6.91,0.56,77.9,0.5192754,0.56,7.01
44,27-Aug-19,6.05,6.91,0.6624,78.44,0.543072,0.69,7.01
44,28-Aug-19,5.99,6.91,0.7140003,77.54,0.5765523,0.7,7.01
44,29-Aug-19,6.01,7.07,0.94,71.42,0.4414449,0.94,7.01
44,30-Aug-19,6.02,7.07,1.4355,68.72,0.5910671,1.45,7.01
44,31-Aug-19,5.98,6.65,0.1008,71.78,0.4526685,0.14,6.7
44,01-Sep-19,5.96,6.65,0.1701999,65.48,0.5275897,0.23,6.7
44,02-Sep-19,5.97,7.01,3.848002,61.34,0.4895074,3.7,7.01
44,03-Sep-19,6.01,7.01,3.56,61.7,0.564788,3.56,7.01
44,04-Sep-19,5.98,7.01,2.904601,63.32,0.5184384,2.82,7.01
44,05-Sep-19,5.99,7.09,3.039601,58.64,0.4958065,2.98,7.01
44,06-Sep-19,6.02,7.09,5.504401,56.66,0.5868952,5.56,7.01
44,07-Sep-19,6.08,6.68,0.2736001,59.54,0.4933689,0.38,6.8
44,08-Sep-19,6.05,6.68,0.2625,59.72,0.4333027,0.35,6.8
44,09-Sep-19,6.08,7,3.3072,60.08,0.4674859,3.18,7.12
44,10-Sep-19,6.01,7,4.451099,59.9,0.5081197,4.01,7.12
44,11-Sep-19,6.02,7,5.169999,57.74,0.5314437,4.7,7.12
44,12-Sep-19,5.95,7.01,2.3751,64.4,0.6466644,2.03,7.12
44,13-Sep-19,6.03,7.01,1.7331,63.32,0.4130604,1.59,7.12
44,14-Sep-19,5.9,6.72,0.4607998,57.92,0.5616041,0.64,6.62
44,15-Sep-19,6.04,6.72,0.348,58.46,0.5444627,0.6,6.62
44,16-Sep-19,6.04,7.09,5.019001,58.28,0.5335888,4.78,7.09
44,17-Sep-19,5.92,7.09,6.6222,54.5,0.4726603,5.66,7.09
44,18-Sep-19,5.98,7.09,4.451101,53.78,0.4122979,4.01,7.09
44,19-Sep-19,5.84,7,5.6375,52.34,0.3931072,4.51,7.09
44,20-Sep-19,6.04,7,6.793501,54.32,0.5114107,6.47,7.09
44,21-Sep-19,5.96,6.68,0.4679998,55.76,0.5208656,0.65,6.68
44,22-Sep-19,5.94,6.68,0.4365999,58.1,0.5006518,0.59,6.68
44,23-Sep-19,6,7,4.2952,59.9,0.5828602,4.13,7.04
44,24-Sep-19,6.01,7,4.068499,60.08,0.6016095,3.95,7.04
44,25-Sep-19,5.98,7,4.1976,59.9,0.5144442,3.96,7.04
44,26-Sep-19,6.04,7.01,4.47,59.72,0.6450761,4.47,7.04
44,27-Sep-19,6.14,7.01,2.241,60.26,0.4177754,2.49,7.04
44,28-Sep-19,6.02,6.72,0.3383999,58.46,0.5051096,0.47,6.74
44,29-Sep-19,5.99,6.72,0.3825,57.02,0.4648725,0.51,6.74
44,30-Sep-19,6.03,7,3.254799,57.74,0.3693219,3.16,7.06
44,01-Oct-19,5.95,7,5.927401,56.48,0.5235675,5.34,7.06
44,02-Oct-19,6.09,7,5.063399,52.88,0.3929775,5.22,7.06
44,03-Oct-19,6,7.03,7.324599,53.96,0.560114,6.91,7.06
44,04-Oct-19,5.91,7.03,10.534,50.36,0.5812868,9.16,7.06
44,05-Oct-19,5.91,6.71,0.7704003,50.72,0.5225113,1.07,6.63
44,06-Oct-19,6.01,6.71,0.8369998,46.4,0.5662145,1.35,6.63
44,07-Oct-19,5.98,7.07,11.2896,46.58,0.4746641,10.08,7.1
44,08-Oct-19,5.95,7.07,5.830501,53.42,0.5201684,5.07,7.1
44,09-Oct-19,6.01,7.07,6.278399,51.98,0.4672265,5.76,7.1
44,10-Oct-19,6,7.1,7.303999,50.54,0.490274,6.64,7.1
44,11-Oct-19,5.98,7.1,4.894399,53.78,0.4264093,4.37,7.1
44,12-Oct-19,5.99,6.77,0.3816001,54.68,0.4522108,0.53,6.71
44,13-Oct-19,5.97,6.77,0.3922001,57.74,0.5972443,0.53,6.71
44,14-Oct-19,6.03,7.02,4.0976,58.46,0.5061662,3.94,7.07
44,15-Oct-19,5.98,7.02,5.024901,57.38,0.6215472,4.61,7.07
44,16-Oct-19,5.99,7.02,6.134402,56.66,0.5073985,5.68,7.07
44,17-Oct-19,5.97,7.05,4.642001,57.92,0.5060117,4.22,7.07
44,18-Oct-19,6.06,7.05,4.040001,53.6,0.450505,4,7.07
44,19-Oct-19,6.08,6.64,0.5976002,51.08,0.4445721,0.83,6.8
44,20-Oct-19,5.95,6.64,0.8245004,51.44,0.4804384,0.97,6.8
44,21-Oct-19,6.1,7.09,2.873701,54.86,0.3887276,2.79,7.13
44,22-Oct-19,6.08,7.09,7.255501,53.24,0.5115045,6.91,7.13
44,23-Oct-19,5.95,7.09,4.838001,53.42,0.3634935,4.1,7.13
44,24-Oct-19,5.92,7.08,7.2721,54.14,0.4734786,6.01,7.13
44,25-Oct-19,5.96,7.08,7.9209,53.78,0.5346832,6.77,7.13
44,26-Oct-19,6.06,6.68,0.4536002,55.58,0.5621624,0.63,6.78
44,27-Oct-19,5.9,6.68,0.4488001,50.9,0.319134,0.51,6.78
44,28-Oct-19,5.96,7.1,14.0448,45.86,0.5492705,12.32,7.1
44,29-Oct-19,6,7.1,17.204,42.08,0.491505,15.64,7.1
44,30-Oct-19,6.02,7.1,19.2348,38.48,0.4662444,17.81,7.1
44,31-Oct-19,6.05,7.27,14.5845,36.32,0.5130002,13.89,7.1
44,01-Nov-19,6.09,7.27,21.8261,37.76,0.5593521,21.61,7.1
44,02-Nov-19,6.07,6.75,0.6983998,49.28,0.5643327,0.97,6.79
44,03-Nov-19,5.93,6.75,0.5246001,49.64,0.3644129,0.61,6.79
44,04-Nov-19,6.03,7.09,8.807198,49.82,0.4496512,8.08,7.12
44,05-Nov-19,5.97,7.09,8.291501,48.2,0.4237688,7.21,7.12
44,06-Nov-19,6,7.09,12.2304,46.76,0.5561976,10.92,7.12
44,07-Nov-19,6.01,7.14,11.5551,42.44,0.4226326,10.41,7.12
44,08-Nov-19,6.02,7.14,12.298,39.56,0.4570594,11.18,7.12
44,09-Nov-19,5.94,6.7,2.360599,39.2,0.6252906,3.19,6.68
44,10-Nov-19,5.95,6.7,2.8762,37.58,0.509308,3.94,6.68
44,11-Nov-19,5.93,7.22,23.87,36.68,0.4977924,19.25,7.17
44,12-Nov-19,5.98,7.22,18.2784,39.74,0.4431083,15.36,7.17
44,13-Nov-19,6.13,7.22,25.22,37.58,0.6658476,24.25,7.17
44,14-Nov-19,5.92,7.16,26.125,36.86,0.5890716,20.9,7.17
44,15-Nov-19,6.01,7.16,17.4696,38.66,0.4456882,15.06,7.17
44,16-Nov-19,5.92,6.7,2.693599,38.66,0.5380755,3.64,6.66
44,17-Nov-19,6.01,6.7,3.256498,35.6,0.5522621,5.01,6.66
44,18-Nov-19,5.98,7.19,20.5095,41.72,0.5033999,16.95,7.19
44,19-Nov-19,5.99,7.19,15.42,41.54,0.5001688,12.85,7.19
44,20-Nov-19,5.97,7.19,19.95921,36.32,0.425238,16.36,7.19
44,21-Nov-19,5.95,7.18,26.95761,38.48,0.5709075,21.74,7.19
44,22-Nov-19,5.99,7.18,13.008,39.2,0.3495181,10.84,7.19
44,23-Nov-19,6.07,6.8,1.0512,42.62,0.549564,1.46,6.79
44,24-Nov-19,5.97,6.8,1.681,42.26,0.554791,2.05,6.79
44,25-Nov-19,6.06,7.14,14.95,41.72,0.4633444,13,7.21
44,26-Nov-19,5.96,7.14,10.6,44.06,0.3538705,8.48,7.21
44,27-Nov-19,6,7.14,8.603101,45.86,0.3581774,7.11,7.21
44,28-Nov-19,5.97,7.06,13.7764,46.76,0.5792059,11.11,7.21
44,29-Nov-19,6.14,7.06,17.013,39.38,0.4563184,15.9,7.21
44,30-Nov-19,5.98,6.78,3.87,35.06,0.5180277,5.16,6.73
44,01-Dec-19,5.97,6.78,4.043201,33.26,0.5347238,5.32,6.73
44,02-Dec-19,6.09,7.24,20.8725,35.6,0.4065582,17.25,7.3
44,03-Dec-19,6.01,7.24,19.6209,41.54,0.4794605,15.21,7.3
44,04-Dec-19,6.07,7.24,25.1904,38.12,0.5953991,20.48,7.3
44,05-Dec-19,6.01,7.2,19.2081,33.26,0.4638868,14.89,7.3
44,06-Dec-19,6.05,7.2,16.825,39.92,0.4290881,13.46,7.3
44,07-Dec-19,6,6.72,1.08,44.96,0.425997,1.5,6.72
44,08-Dec-19,6.02,6.72,1.442,44.06,0.5829619,2.06,6.72
44,09-Dec-19,5.98,7.18,21.594,41.36,0.5920462,17.7,7.2
